aalost alost
briton british
brittan brython
brittlebush incienso
broaden widen
broadsid philipp
broadtail karakul
broadwis breadthwis
brobdingnagian huge
brocadopa levodopa
brogan brogu
broke skint
brokenheart heartsick
brokenhearted heartach
broker agent
bromberg bydgoszcz
bromegrass brome
bromeosin eosin
bromid platitudin
broncho bronc
bronco bronc
broncobust buster
brontosaur apatosauru
brontosauru apatosauru
broodi sitter
brook toler
broth stock
brothel whorehous
brother comrad
brotherhood union
brotherli fratern
brotherlik fratern
brouhaha katzenjamm
browbeaten intimid
browni pixi
brownish brown
brownout blackout
bruegel brueghel
bruit rumor
brumal hiemal
brunet brunett
brunhild brynhild
brunn brno
brunnhild brynhild
brunswick braunschweig
brusa bursa
brushi boski
brushup review
brushwood cops
brusk curt
brusqu gruff
brussel bruxel
brutish beastli
bryoni brioni
bryozoa polyzoa
bs sb
bucharesti bucharest
buckeroo buckaroo
buckminsterfulleren buckybal
buckram starchi
buckthorn ribgrass
bucol rustic
bucuresti bucharest
buddha siddhartha
buddi chum
budg stir
budgerigar budgereegah
budgerygah budgereegah
budgi budgereegah
bufflehead dipper
buffooneri prank
bugaboo bugbear
bugger sodomit
buggi roadster
buglewe bugl
bugloss oxtongu
bugolog entomolog
buhl boull
builder constructor
buirdli beefi
bujumbura usumbura
bulbil bulblet
bulbou bulgi
bulgur bulghur
bulki massiv
bulldog dour
bulletproof unshak
bullfight toreador
bullhead pighead
bullheaded stubborn
bullrush bulrush
bullyrag bulli
bumbler blunder
bumf bumph
bumpi jar
bumpkin rube
bumpkinli rustic
bunc gravi
bunchberri crackerberri
bunchi cluster
bunco victim
buncomb rot
bungler blunder
bunko hustl
bunkum rot
bunsen etna
buoyantli chirpili
burbl gush
burbot eelpout
burdenless unburden
bureau chest
bureaucrat bureaucraci
buret burett
burglar burgl
burglaris burgl
burgoo oatmeal
burka burqa
burl slub
burlap gunni
burli beefi
burnish shini
burnoos burnous
burnou burnous
burnsid sideburn
burp eruct
burri setac
bursiform pouchlik
burthen burden
burundi burundian
busbar bu
busbi shako
bushel fix
bushwhack hillbilli
businesslik earnest
buspar buspiron
busy hum
busybodi busi
butcherli sanguin
buten butylen
butterbal fatso
buttercup kingcup
butterfli romanc
butterflow kingcup
butteri oili
buttock cheek
buttonhol lobbi
buttoni beadlik
buttonlik beadlik
butut butat
buxom zaftig
buyback redempt
buyer emptor
buzzword cant
byelaru belorussia
byelorussia belorussia
bygon bypast
bypath bywai
byrni hauberk
byroad bywai
byword proverb
byzant bezzant
cab taxi
cabala kabbalah
cabass tatouai
cabbala kabbalah
cabbi cabman
cabdriv cabman
cabinetri cabinetwork
cabl wire
caboodl lot
caboos cookhous
cachexi cachexia
cackler babbler
cacodaemon cacodemon
cacographi scribbl
cacomixl cacomistl
cacumin retroflex
cad heel
cadast cadastr
cadaver boni
caddish ungal
caddisworm strawworm
caddoan caddo
cadent cadenc
cadger moocher
cadr cell
caduc shed
caecal cecal
caeciliada caeciliida
caecum cecum
caesar absolut
caesarian cesarean
caesaropap byzantin
caespitos tuft
cafe coffeehous
caffer kaffir
caffr kaffir
cage coop
cagei clever
cager basket
cai kei
caiman cayman
cainogenesi caenogenesi
cajol inveigl
cajoleri blandish
cakehol maw
calabura silkwood
calam cataclysm
calamit disastr
calan isoptin
calapooya kalapooia
calapuya kalapooia
calash calech
calcar chalki
calceol calceiform
calcium ca
calcutta kolkata
caldron cauldron
calean hookah
calefaci warm
calefact incalesc
calefactori heat
calend glossi
calich hardpan
calico varicolour
calicular calycular
caliculu calyculu
calif khalifah
californium cf
calip callip
caliph khalifah
calisthen callisthen
callback recal
caller phoner
calligraphist calligraph
callipyg callipygian
callophi calliophi
callos callu
callosotomi callosectomi
calor thermal
calpac calpack
calumniatori calumni
calyc calycin
calycul calycl
cama camass
camaraderi comradeli
camarilla cabal
camash camass
camber bank
cambrian welsh
camellia camelia
cameraman cinematograph
cameroon cameroun
camion lorri
camomil chamomil
camosh camass
camouflag disguis
campana bell
campanil belfri
campanul campanular
campeachi logwood
campground bivouac
campion catchfli
campong kampong
campsit bivouac
canaan palestin
canafistola canafistula
canangium cananga
canara kanara
canares kanares
candela candl
candelabrum candelabra
candent incandesc
candidaci campaign
candidatur campaign
candidiasi moniliasi
candidli honestli
candleberri bayberri
candour candor
candymak confection
canid canin
canist tin
cannabi marihuana
canni clever
cannili prescient
cannist tin
cannonad drumfir
cannul intub
cannulis intub
cantala maguei
cantata oratorio
canter lope
cantil chant
cantor precentor
canul intub
canyon canon
caoutchouc rubber
capaci roomi
capacit condens
capacitor condens
caparison hous
capelan capelin
capella gallinago
capercailzi capercailli
capewe gosmor
capillari hairlik
capitul fall
capitulari capitular
caplin capelin
caponis capon
capric whim
capricorn goat
caprimulgid goatsuck
capriol caper
capsicum pepper
capsid mirid
capsida mirida
capsiz turtl
capsulis encapsul
captainship captainci
captivatingli enchantingli
captopril capoten
capuchin ringtail
caput head
capybara capibara
caracul karakul
carageen carrageen
caranda carandai
carapac shell
caravansari caravanserai
carbohydr saccharid
carbon carbonis
carbonac carbonifer
carbuncl carbuncular
carbur carbonis
carburettor carburetor
carburis carbonis
carcass carcas
carcharia odontaspi
carchariida odontaspidida
cardamum cardamon
cardhous cardcastl
cardiogram electrocardiogram
cardiomegali megalocardia
cardiorespiratori cardiopulmonari
cardizem diltiazem
careen tilt
career vocat
careless regardless
careworn drawn
carin ridg
carlo salim
carload shipload
carlovingian carolingian
carnag massacr
carnalis carnal
carnat gillyflow
carolin carolean
carotenemia xanthemia
carotin caroten
carous wassail
carousel roundabout
carpel pistil
carpentri woodwork
carper niggler
carrack carack
carrageenan carrageenin
carragheen carrageen
carrefour intersect
carrel stall
carrol dodgson
cartag cart
carthaginian punic
carthors drayhors
cartilagin gristli
cartroad track
caruncula caruncl
caryopsi grain
cascad shower
cashabl redeem
cashbox till
cashier teller
cashmer kashmir
casino cassino
casquetel casquet
cassi huisach
castanet maraca
castel castl
casteless outcast
castilla castil
castilleja castilleia
cat khat
catabat katabat
catabolis catabol
catacorn catercorn
catalys catalyz
catameni menstrual
catamenia period
catamount lynx
cataphoresi dielectrolysi
cataphoret electrophoret
catapr clonidin
catapultian catapult
catarrhin catarrhinian
catbrier bullbrier
catcher plate
catchwe cleaver
catechis catech
catechist catechet
categori famili
caten catenul
cater ply
cathar albigensian
cathari albigens
catharsi katharsi
cathart releas
catheter catheteris
cathol univers
cathous whorehous
catkin ament
catmint catnip
catsup ketchup
cattl kine
caucasian white
caucasu caucasia
caul veil
caulesc caulin
caulk calk
causa case
causat caus
causeless reasonless
causeri gabfest
cautionari prophylact
cautious conserv
cavalri hors
cavalryman trooper
cave undermin
caveat caution
cavern erectil
cavort disport
cavum caviti
caziqu caciqu
cc mil
cd candl
ce cerium
ceaseless unceas
ceaselessli incessantli
cebuan cebuano
cedar cedarwood
cefoperazon cefobid
ceftin cefuroxim
celeb sulawesi
celebrat celebr
celebrex celecoxib
cello violoncello
celoma celom
cembalo harpsichord
cementum cement
cemeteri necropoli
cenogenesi caenogenesi
cens incens
cental quintal
centauru centaur
centenni centenari
centerfold centrefold
centil percentil
centilit cl
centilitr cl
centim cent
centimetr centimet
centner quintal
centrarchid sunfish
centreboard centerboard
cephal phreniti
cephalalgia headach
cephalaspid osteostracan
cephalaspida osteostraci
cephalexin keflin
cephalohematoma cephalhematoma
cephalopod cephalopodan
cephalosporin mefoxin
ceramicist potter
ceramist potter
ceratosauru ceratosaur
cerberu hellhound
cereal grain
cerebromening meningoenceph
cerement pall
ceriman monstera
cerivastatin baycol
cernuou pendul
cero pintado
cerriped cerrip
certif secur
certitud overconfid
cervid deer
cervix neck
cesium caesium
cespitos tuft
cessat surceas
cession cede
cesspit sink
cesspool sink
cestod tapeworm
cetacean cetac
cetchup ketchup
cfc chlorofluorocarbon
chabad lubavitch
chabasit chabazit
chaddar chadar
chadic chad
chador chadar
chaetognath chaetognathan
chaffi chafflik
chaga kichaga
chagatai jagatai
chagga kichaga
chagrin mortif
chahta choctaw
chainlik catenul
chairman presid
chairperson presid
chairwoman presid
chait caitra
chalcedoni calcedoni
chalcidfli chalcid
chalcidida chalcida
chalde chaldean
chalk methedrin
chalkston tophu
chamaeleonida rhiptoglossa
chamaeleontida rhiptoglossa
chamber bedchamb
chamoi chammi
champaign field
chanal chanar
chancel bema
chanci flukei
chandeli pendant
chanfron chamfron
changan hsian
changel imbecil
changeov convers
changer modifi
channukah hannukah
channukkah hannukah
chanterel chantarel
chanti chantei
chanukah hannukah
chanukkah hannukah
chao pandemonium
chaparr scrub
chapati chapatti
chapfallen chopfallen
chaplainci chaplainship
chaplet wreath
charabanc autobu
characin characid
characterist featur
charad sendup
charcoal fusain
chargeabl indict
chariot auriga
charit sympathet
charivari callithump
charlock chadlock
charter take
chartless unchart
charwoman char
chase tail
chasid hasid
chasidim chassidim
chassi form
chastiti virtu
chat natter
chatterbox prater
chatti talk
chaulmoogra chaulmugra
chauvinist nationalist
chaw quid
chawbacon rube
cheapen degrad
cheapjack shoddi
cheater deceiv
chechenia chechnya
checkerberri groundberri
checkout check
checkup medic
cheeki impud
cheekili nervili
cheeri sunni
cheerili pleasantli
cheerio bye
cheeseflow chees
cheesi cheap
cheetah chetah
cheewink chewink
chekov chekhov
chelonethida pseudoscorpion
chelonia testudin
cheloniida chelonida
chemis teddi
chemistri alchemi
chemoimmunolog immunochemistri
chenfish kingfish
chenopodial caryophyllal
chequebook checkbook
cherimoya cherimolla
chermida psyllida
cherri rubi
cherub angel
chesti arrog
chevali cavali
chevvi chevi
chew quid
chiasm chiasma
chiasmal chiasmic
chiasmat chiasmic
chican jockei
chicaneri guil
chicha hookah
chick bird
chickenheart chicken
chickpea garbanzo
chico marx
chiefli princip
chieftainci chieftainship
chigetai dziggetai
chigo chigger
childb labour
childbear accouch
childbirth accouch
childhood pueril
chili chile
chiliast millenarist
chime gong
chimneypiec mantel
chimpanze chimp
chin mentum
chinaman chink
chinawar china
chincapin chinquapin
chinch bedbug
chinchi chintzi
chines formosan
chingpo jinghpaw
chinkapin chinquapin
chinook chinookan
chintzili cheapli
chio khio
chipboard hardboard
chipewyan chippewyan
chippewa ojibwa
chippewaian chippewyan
chirocephalu artemia
chirolog palmistri
chirom palmistri
chiropodi podiatri
chiropodist podiatrist
chiropteran bat
chirp twirp
chirrup twitter
chisel grifter
chit tab
chitchat natter
chitlin chitl
chiton polyplacophor
chittamwood shittimwood
chitter twitter
chitterl chitl
chittimwood shittimwood
chivare callithump
chive schnittlaugh
chivi chevi
chivvi chevi
chlami perianth
chloasma melasma
chloramphenicol chloromycetin
chlordiazepoxid librium
chlorosi greensick
chlorthalidon thalidon
chock wedg
chocol coffe
choirmast precentor
chokedamp blackdamp
chokehold throttlehold
chokei choki
cholestasi acholia
cholesterin cholesterol
chomp champ
chondriosom mitochondrion
chondrodystrophi achondroplasia
chongq chungk
chooser picker
choosi choosei
chopin platform
choppi rough
chord harmon
chordamesoderm chordomesoderm
chorin showgirl
chortl chuckl
chosen elect
chous jockei
chrisom chrism
christ savior
christen baptiz
christiania oslo
christless nonchristian
christlik christli
christma xma
christmasberri toyon
christmastid noel
christmastim noel
chroma vivid
chromaesthesia chromesthesia
chromium cr
chronicl account
chronologis chronolog
chthonian nether
chthonic nether
chuckhol pothol
chuddar chadar
chuff huff
chukka chukker
chump gull
churchli churchlik
churchman ecclesiast
churl scroog
churr whirr
churrigueresco churrigueresqu
chutzpah chutzpa
chylac chylou
chylif chylifactori
chylifact chylifactori
ci curi
cicala cicada
cicatric cicatrix
cicatris cicatr
cicero tulli
cigaret butt
cigarett butt
cilantro coriand
cilial ciliat
ciliata ciliophora
cilioflagellata dinoflagellata
cilium eyelash
cimarron bighorn
cinchona chinchona
cinctur waistcloth
cinder clinker
cinematis cinemat
cinnabar vermillion
cinnamen styren
cipher cypher
ciprofloxacin cipro
circin annular
circu carniv
circuit tour
circumlocuti circumlocutori
circumspect prudenc
circumspectli cagili
circumstanti unexpectedli
circumv sidestep
circumvolv rotat
cirqu corri
cirru cirrhu
cisalpin ultramontan
cissi emascul
cistern cisterna
citellu spermophilu
cither zithern
cithern cittern
citizenri peopl
citol cittern
citrin bioflavinoid
citronwood sandarac
cityfi citifi
cive schnittlaugh
civic civil
civvi civi
clabber curdl
clack prate
clad face
cladophyl cladod
claforan cefotaxim
clai mud
claim titl
clairvoy precognit
clamber shinni
clan kindr
clangour clangor
clank clangor
clannish snobbish
clanswoman clansman
clapboard weatherboard
clapperclaw abus
clarifi elucid
clarinettist clarinetist
clariti unclouded
clash skirmish
classicis classic
classmat schoolfellow
clathrat cancel
clatteri clatter
claver natter
clavicl collarbon
clavu corn
claw talon
clayei heavi
cleanser cleaner
clearwe richwe
cleav stick
cleg horsefli
clegg horsefli
cleistocarp cleistothecium
clemenc mild
clerestori clearstori
clergyman reverend
cleric ecclesiast
cleverli smartli
clich commonplac
client guest
clientel patronag
cliff drop
cliffi clifflik
climacter menopaus
climbabl surmount
clinch squeez
clingston cling
clink tinkl
clinoceph clinocephali
clioquinol iodochlorhydroxyquin
cliqu pack
cliquishli clannishli
clit clitori
clitter stridul
cliver cleaver
cloaca sewerag
cloak mantl
cloakroom coatroom
clockmak clocksmith
clod lout
clodhopp brogu
cloggi heavi
cloisonn champlev
cloister seclud
cloistral conventu
clomiphen clomid
clone ringer
clop clunk
closedown shutdown
closefist tightfist
closelip secret
closemouth secret
closest nighest
clostridia clostridium
clotbur burdock
clotheshors fop
clothesless raimentless
clothier haberdash
cloud swarm
cloudburst delug
cloudlik nebular
clowlik buffoonish
clownish buffoonish
clozaril clozapin
club order
clubbabl clubabl
clubbish clubbi
clunki gawki
clutter smother
clyster enema
cm curium
cmb cbr
cmbr cbr
cnidarian coelenter
cnosso cnossu
cnut canut
coagulum clot
coalbin coalhol
coalesc immix
coapt conglutin
coarctat constrict
coast seashor
coaxal coaxial
coaxingli cajolingli
cob hazelnut
cobalamin cyanocobalamin
cobalt co
cobbl shoemak
cobweb gossam
cobwebbi gossam
cocci coccu
coccidiomycosi coccidioidomycosi
coccidium eimeria
cockamami unreason
cockatiel cockateel
cockcrow dayspr
cockei preposter
cocker cosset
cocki bumptious
cockl rumpl
cockleburr cocklebur
cockroach roach
cockspur cocksfoot
cocksuck sob
cockup ballup
coconspir plotter
coconut cocoanut
cocopa cocopah
cocott cyprian
cocuswood cocoswood
coda final
coddler pamper
coder programm
codif code
codswallop tripe
coelenterata cnidaria
coeliac celiac
coelom celom
coerc pressur
coetan coeval
coffer caisson
cofferdam caisson
coffin casket
cog sprocket
cogenc valid
cognit noesi
cogniz knowabl
cognosc knowabl
cognoscenti connoisseur
cogwheel gear
cohes gluey
cohosh baneberri
coi demur
coif set
coiff set
coiffur set
coin strike
coiner money
coition intercours
coitu intercours
col gap
coldhearted heartless
coleridgian coleridgean
colewort cole
colicki gassi
collaboration collabor
collar neckband
collat snack
collater indirect
colleagu workfellow
collectivist leftist
collector aggreg
colli soil
collier pitman
collig subsum
colloqui conversation
collud conspir
collus conniv
collyrium eyewash
colonist settler
colonnad arcad
colorado co
colorimet tintomet
coloris colour
coloss prodigi
colossu titan
colostrum foremilk
colouris colour
colpocel vaginocel
coltish rollick
columba dove
columbari dovecot
columbarium cinerarium
columbin aquileg
columbit niobit
columnar columniform
columnlik columniform
